gene,shap_importance,feature_rank
ENSG00000230234.1,0.00012688287480265526,524
ENSG00000078549.15,0.00012664152220135633,525
ENSG00000153253.19,0.00012656482008411083,526
ENSG00000168065.16,0.0001265386240173959,527
ENSG00000187140.6,0.00012612853833289943,528
ENSG00000106327.13,0.00012561896559114822,529
ENSG00000122025.15,0.00012560207897423475,530
ENSG00000143882.12,0.00012526545817416823,531
ENSG00000087258.16,0.00012513264453474718,532
ENSG00000149575.9,0.00012456761032275969,533
ENSG00000133169.6,0.0001243012582112591,534
ENSG00000259225.7,0.00012384225423772743,535
ENSG00000139117.14,0.00012350380038831505,536
ENSG00000154262.13,0.00012260181667655927,537
ENSG00000232803.1,0.00012228363973553895,538
ENSG00000249453.1,0.0001220749771014028,539
ENSG00000249937.8,0.00012186597781867838,540
ENSG00000261787.2,0.00012181839434578338,541
ENSG00000171303.7,0.00012164172233417665,542
ENSG00000232237.3,0.00012160392422133237,543
ENSG00000096088.16,0.00012067207640541502,544
ENSG00000225328.2,0.00012066212744438837,545
ENSG00000184828.10,0.00012049828980245865,546
ENSG00000276855.1,0.00012006133075732228,547
ENSG00000163499.12,0.00011866078137158189,548
ENSG00000152092.16,0.00011850608935930258,549
ENSG00000233041.8,0.00011746030424507105,550
ENSG00000019102.12,0.00011648692939056667,551
ENSG00000223749.11,0.00011646034536615616,552
ENSG00000137809.17,0.00011561754387381278,553
ENSG00000140807.7,0.00011557586912444744,554
ENSG00000183960.9,0.00011484999739350143,555
ENSG00000164176.13,0.00011384634732833632,556
ENSG00000128422.17,0.00011360077454758243,557
ENSG00000165966.16,0.000113343382331525,558
ENSG00000150627.16,0.00011310913044529845,559
ENSG00000130294.17,0.00011299201461249808,560
ENSG00000048462.11,0.00011235451430222008,561
ENSG00000071991.9,0.00011198882538880065,562
ENSG00000162849.16,0.00011159396848483177,563
ENSG00000102010.15,0.00011139265158990269,564
ENSG00000204271.13,0.0001110464204302285,565
ENSG00000137203.15,0.00011096126734838159,566
ENSG00000185842.15,0.00010969034468275124,567
ENSG00000183145.9,0.00010965990303882657,568
ENSG00000168280.18,0.00010965419991283377,569
ENSG00000173597.9,0.00010944692100511025,570
ENSG00000115665.9,0.00010890854755854471,571
ENSG00000156959.9,0.0001088919770818529,572
ENSG00000229950.1,0.00010863798232332835,573
ENSG00000164122.9,0.00010832691733485549,574
ENSG00000163586.10,0.00010821673201173513,575
ENSG00000259823.6,0.00010784288358771027,576
ENSG00000287338.1,0.00010771610313874862,577
ENSG00000168505.7,0.00010769634393506724,578
ENSG00000213088.12,0.00010760124453223074,579
ENSG00000167741.11,0.00010669614416014816,580
ENSG00000262768.2,0.00010667102311146994,581
ENSG00000277586.4,0.00010621517120146003,582
ENSG00000260230.5,0.00010534330942180096,583
ENSG00000077942.19,0.00010489898313012009,584
ENSG00000148702.15,0.00010466538056784296,585
ENSG00000121904.17,0.00010432945097769992,586
ENSG00000225614.4,0.00010376902101377438,587
ENSG00000103184.12,0.0001033343935795719,588
ENSG00000273079.6,0.00010250758145880825,589
ENSG00000133328.4,0.00010230423031447164,590
ENSG00000185760.17,0.00010228655299918054,591
ENSG00000215218.4,0.00010190554994912183,592
ENSG00000135298.14,0.00010165682055319168,593
ENSG00000224321.1,0.00010142152597843223,594
ENSG00000276644.5,0.00010002261123028152,595
ENSG00000009950.16,9.987234656044302e-05,596
ENSG00000159708.18,9.940068380658315e-05,597
ENSG00000100302.7,9.932304887250875e-05,598
ENSG00000102409.10,9.791412113937671e-05,599
ENSG00000042832.12,9.788284343445221e-05,600
ENSG00000198910.14,9.758996115418092e-05,601
ENSG00000259417.3,9.749066955622314e-05,602
ENSG00000211650.2,9.734565943802835e-05,603
ENSG00000198610.11,9.69886216762801e-05,604
